Diet Type,Day,Meal,Dish Combo,Ingredients (per serving),Healthy Tag,Calories (kcal),Carbs (g),Protein (g),Fats (g)
Vegetarian,23,Evening Snack,Carrot Coconut Curry,"Carrot 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,127,14,4,6
Vegetarian,23,Dinner,Nuchina Unde + Coconut Chunks,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,338,54,10,9
Vegetarian,23,Day Total,,—,Balanced,1460,215,45,42
Vegetarian,24,Breakfast,Roasted Peanuts,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,169,16,5,6
Vegetarian,24,Morning Snack,Green Peas Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,160,15,6,8
Vegetarian,24,Lunch,Tamarind Rasam + Veg Pulao + Bitter Gourd Tovve,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,551,77,19,14
Vegetarian,24,Evening Snack,Coriander Stems Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,122,15,4,5
Vegetarian,24,Dinner,Parotta + Field Beans Pepper Saaru,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,314,46,8,8
Vegetarian,24,Day Total,,—,Balanced,1316,169,42,41
Vegetarian,25,Breakfast,Maddur Vada (baked),"Lentils 40g, Onion 20g, Green Chili 5g, Oil 10ml",Healthy,330,52,9,9
Vegetarian,25,Morning Snack,Green Peas Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,160,15,6,8
Vegetarian,25,Lunch,Pepper Rasam + Peas Pulao + Potato Huli,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,580,85,20,14
Vegetarian,25,Evening Snack,Field Beans Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,164,14,7,8
Vegetarian,25,Dinner,Akki Rotti + Ash Gourd Mustard Curry,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Ash 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,317,49,9,8
Vegetarian,25,Day Total,,—,Balanced,1551,215,51,47
Vegetarian,26,Breakfast,Cashews Handful,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,152,17,5,6
Vegetarian,26,Morning Snack,Hyacinth Beans Mustard Curry,"Hyacinth 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,155,15,6,8
Vegetarian,26,Lunch,Kundapura Chicken Curry + Tamarind Rice + Chow Chow Masala,"Kundapura 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Chow 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,491,85,15,12
Vegetarian,26,Evening Snack,Mushroom Koddelu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,165,14,6,8
Vegetarian,26,Dinner,Uttapam + Tomato Palya,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Tomato 100g, Onion 20g, Green Chili 5g, Mustard Seeds 2g, Curry Leaves 2g, Oil 5ml",Healthy,322,50,9,7
Vegetarian,26,Day Total,,—,Balanced,1285,181,41,41
Vegetarian,27,Breakfast,Salted Lassi,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,169,17,5,6
Vegetarian,27,Morning Snack,Capsicum Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,167,14,6,9
Vegetarian,27,Lunch,Pumpkin Dal + Ghee Rice + Jackfruit Bulbs (seasonal),"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,553,77,17,14
Vegetarian,27,Evening Snack,Coriander Stems Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,122,15,4,5
Vegetarian,27,Dinner,Benne Dosa + Coriander Stems Masala,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Coriander 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,374,51,11,11
Vegetarian,27,Day Total,,—,Balanced,1385,174,43,45
Vegetarian,28,Breakfast,Tender Coconut Malai,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,166,17,5,6
Vegetarian,28,Morning Snack,Coconut Chunks,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,156,18,5,6
Vegetarian,28,Lunch,Bas Saaru + Tomato Rice + Drumstick Huli,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,501,80,16,13
Vegetarian,28,Evening Snack,Raw Banana Koddelu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,157,14,6,8
Vegetarian,28,Dinner,Sajje Rotti + Koli Saaru,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,314,48,9,8
Vegetarian,28,Day Total,,—,Balanced,1294,177,41,41
Vegetarian,29,Breakfast,Cashews Handful,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,152,17,5,6
Vegetarian,29,Morning Snack,Broccoli Sagu,"Broccoli 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,118,13,4,5
Vegetarian,29,Lunch,Lemon Rasam + Tomato Rice + Fenugreek Leaves Huli,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,477,78,16,12
Vegetarian,29,Evening Snack,Okra Mustard Curry,"Okra 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,129,14,4,5
Vegetarian,29,Dinner,Paper Dosa + Ash Gourd Mustard Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Ash 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,318,49,9,8
Vegetarian,29,Day Total,,—,Balanced,1194,171,38,36
Vegetarian,30,Breakfast,Moode Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,181,39,5,3
Vegetarian,30,Morning Snack,Drumstick Koddelu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,121,15,4,5
Vegetarian,30,Lunch,Pumpkin Dal + Peas Pulao + Bamboo Shoot Koddelu,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,499,86,18,12
Vegetarian,30,Evening Snack,Chow Chow Masala,"Chow 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,112,12,4,4
Vegetarian,30,Dinner,Kotte Kadubu + Pomegranate Cup,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,362,57,10,9
Vegetarian,30,Day Total,,—,Balanced,1275,209,41,33
Vegetarian,31,Breakfast,Plain Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,374,62,9,8
Vegetarian,31,Morning Snack,Peanut Sundal,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,172,19,5,6
Vegetarian,31,Lunch,Mysore Rasam + Veg Pulao + Knol Khol Gojju,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Knol 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,494,86,15,12
Vegetarian,31,Evening Snack,Horse Gram Masala,"Horse 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,158,13,5,7
Vegetarian,31,Dinner,Onion Dosa + Lentil Sprouts Sagu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Lentil 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,328,52,8,8
Vegetarian,31,Day Total,,—,Balanced,1526,232,42,41
Vegetarian,32,Breakfast,Moode Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,181,39,5,3
Vegetarian,32,Morning Snack,Green Peas Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,160,15,6,8
Vegetarian,32,Lunch,Pumpkin Dal + Malnad Pulav + Beans Mustard Curry,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Beans 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,521,74,18,11
Vegetarian,32,Evening Snack,Baby Corn Koddelu,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,121,14,4,5
Vegetarian,32,Dinner,Benne Dosa + Beetroot Kootu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,320,50,8,8
Vegetarian,32,Day Total,,—,Balanced,1303,192,41,35
Vegetarian,33,Breakfast,Plain Dosa Roll,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,164,16,5,6
Vegetarian,33,Morning Snack,Coconut Chunks,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,156,18,5,6
Vegetarian,33,Lunch,Crab Curry + Coconut Rice + Coconut Chunks,"Crab 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,529,75,16,14
Vegetarian,33,Evening Snack,Field Beans Sagu,"Field 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,116,13,4,4
Vegetarian,33,Dinner,Ragi Dosa + Chow Chow Pepper Saaru,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,354,47,11,12
Vegetarian,33,Day Total,,—,Balanced,1319,169,41,42
Vegetarian,34,Breakfast,Veg Salad Cup,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,149,18,5,6
Vegetarian,34,Morning Snack,Hyacinth Beans Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,171,16,6,9
Vegetarian,34,Lunch,Togari Bele Saaru + Veg Pulao + Drumstick Koddelu,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,500,84,17,12
Vegetarian,34,Evening Snack,Green Peas Huli,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,125,15,4,5
Vegetarian,34,Dinner,Ragi Dosa + Pumpkin Tovve,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,317,46,8,8
Vegetarian,34,Day Total,,—,Balanced,1262,179,40,40
Vegetarian,35,Breakfast,Peanut Sundal,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,172,19,5,6
Vegetarian,35,Morning Snack,Ash Gourd Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,155,13,5,7
Vegetarian,35,Lunch,Togari Bele Saaru + Malnad Pulav + Guava,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,524,90,16,14
Vegetarian,35,Evening Snack,Coriander Stems Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,151,13,7,8
Vegetarian,35,Dinner,Sajje Rotti + Drumstick Huli,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,303,51,9,9
Vegetarian,35,Day Total,,—,Balanced,1305,186,42,44
Vegetarian,36,Breakfast,Chicken Keema Idli Bowl,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,378,50,10,9
Vegetarian,36,Morning Snack,Okra Mustard Curry,"Okra 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,129,14,4,5
Vegetarian,36,Lunch,Avarekalu Saaru + Lemon Rice + Drumstick Huli,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,523,73,17,13
Vegetarian,36,Evening Snack,Knol Khol Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,127,13,4,5
Vegetarian,36,Dinner,Kotte Kadubu + Cowpeas Gojju,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Cowpeas 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,319,51,9,8
Vegetarian,36,Day Total,,—,Balanced,1476,201,44,40
Vegetarian,37,Breakfast,Thatte Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,190,35,5,3
Vegetarian,37,Morning Snack,Dry Fruit Laddu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,172,16,5,6
Vegetarian,37,Lunch,Coconut Dal + Peas Pulao + Sapota,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,546,79,18,12
Vegetarian,37,Evening Snack,Lentil Sprouts Tovve,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,118,14,4,6
Vegetarian,37,Dinner,Benne Dosa + Radish Saaru,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,322,50,9,8
Vegetarian,37,Day Total,,—,Balanced,1348,194,41,35
Vegetarian,38,Breakfast,Mini Idli Bowl,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,328,52,9,9
Vegetarian,38,Morning Snack,Moong Sprouts Sagu,"Moong 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,150,13,6,7
Vegetarian,38,Lunch,Onion Sambar + Jeera Rice + Spinach Kurma,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,506,83,17,15
Vegetarian,38,Evening Snack,Hyacinth Beans Sagu,"Hyacinth 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,158,13,6,7
Vegetarian,38,Dinner,Masala Dosa + Bitter Gourd Gojju,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Bitter 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,358,52,12,12
Vegetarian,38,Day Total,,—,Balanced,1500,213,50,50
Vegetarian,39,Breakfast,Wheat Phulka,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,188,31,6,3
Vegetarian,39,Morning Snack,Knol Khol Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,127,13,4,5
Vegetarian,39,Lunch,Udupi Sambar + Tomato Rice + Tomato Coconut Curry,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Tomato 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,522,87,18,14
Vegetarian,39,Evening Snack,Carrot Masala,"Carrot 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,163,13,6,8
Vegetarian,39,Dinner,Mallige Idli + Green Peas Huli,"Rice 50g, Urad Dal 20g, Salt 2g + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,307,51,9,8
Vegetarian,39,Day Total,,—,Balanced,1307,195,43,38
Vegetarian,40,Breakfast,Steamed Jackfruit Seeds,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,150,18,5,6
Vegetarian,40,Morning Snack,Cowpeas Gojju,"Cowpeas 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,118,13,4,5
Vegetarian,40,Lunch,Pumpkin Dal + Ghee Rice + Cowpeas Kurma,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,516,75,16,12
Vegetarian,40,Evening Snack,Ivy Gourd Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,120,14,4,4
Vegetarian,40,Dinner,Mixed Millet Dosa + Field Beans Pepper Saaru,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,304,49,9,8
Vegetarian,40,Day Total,,—,Balanced,1208,169,38,35
Vegetarian,41,Breakfast,Boiled Peanuts,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,166,17,5,6
Vegetarian,41,Morning Snack,Bottle Gourd Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,115,13,4,5
Vegetarian,41,Lunch,Drumstick Sambar + Tomato Rice + Prawn Gassi,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,500,77,17,12
Vegetarian,41,Evening Snack,Papaya Bowl,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,148,18,5,6
Vegetarian,41,Dinner,Benne Dosa + Beetroot Kootu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,320,50,8,8
Vegetarian,41,Day Total,,—,Balanced,1249,175,39,37
Vegetarian,42,Breakfast,Dates Handful,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,150,18,6,6
Vegetarian,42,Morning Snack,Drumstick Koddelu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,121,15,4,5
Vegetarian,42,Lunch,Chicken Rasam + Lemon Rice + Green Peas Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,553,72,17,16
Vegetarian,42,Evening Snack,Ragi Laddu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,160,20,5,6
Vegetarian,42,Dinner,Thatte Idli + Lentil Sprouts Gojju,"Rice 50g, Urad Dal 20g, Salt 2g + Lentil 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,312,48,8,8
Vegetarian,42,Day Total,,—,Balanced,1296,173,40,41
Vegetarian,43,Breakfast,Orange,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,162,18,5,6
Vegetarian,43,Morning Snack,Broccoli Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,126,15,4,4
Vegetarian,43,Lunch,Ridge Gourd Dal + Ghee Rice + Field Beans Kayi Saaru,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,471,84,16,12
Vegetarian,43,Evening Snack,Sprouted Horse Gram Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,148,18,6,6
Vegetarian,43,Dinner,Set Dosa + Carrot Mustard Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Carrot 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,366,47,11,11
Vegetarian,43,Day Total,,—,Balanced,1273,182,42,39
Vegetarian,44,Breakfast,Pongal,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,363,50,10,9
Vegetarian,44,Morning Snack,Coriander Stems Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,122,15,4,5
Vegetarian,44,Lunch,Udupi Sambar + Peas Pulao + Field Beans Gojju,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Field 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,563,84,20,16
Vegetarian,44,Evening Snack,Moong Sprouts Sagu,"Moong 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,150,13,6,7
Vegetarian,44,Dinner,Mallige Idli + Chicken Sukka,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,296,49,9,8
Vegetarian,44,Day Total,,—,Balanced,1494,211,49,45
Vegetarian,45,Breakfast,Mini Idli Bowl,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,328,52,9,9
Vegetarian,45,Morning Snack,Spinach Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,153,15,6,8
Vegetarian,45,Lunch,Pepper Rasam + Peas Pulao + Drumstick Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,535,84,18,12
Vegetarian,45,Evening Snack,Fenugreek Leaves Koddelu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,155,15,7,8
Vegetarian,45,Dinner,Mixed Millet Dosa + Radish Saaru,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,311,48,9,8
Vegetarian,45,Day Total,,—,Balanced,1482,214,49,45
Vegetarian,46,Breakfast,Jolada Rotti,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,198,34,5,3
Vegetarian,46,Morning Snack,Bottle Gourd Gojju,"Bottle 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,122,14,4,6
