Diet Type,Day,Meal,Dish Combo,Ingredients (per serving),Healthy Tag,Calories (kcal),Carbs (g),Protein (g),Fats (g),Batch
Vegetarian,26,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,26,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,26,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,26,Day Total,,—,Balanced,1580,246,45,41,.\batch1_vegetarian_mealplan.csv
Vegetarian,27,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch1_vegetarian_mealplan.csv
Vegetarian,27,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,27,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,27,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,27,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,27,Day Total,,—,Balanced,1490,233,45,35,.\batch1_vegetarian_mealplan.csv
Vegetarian,28,Breakfast,Upma,"Rava/Sooji 50g, Curry Leaves 2g, Mustard 2g, Chili 5g, Oil 5ml, Salt 2g",Healthy,320,50,8,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,28,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,28,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,28,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,28,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,28,Day Total,,—,Balanced,1520,247,46,35,.\batch1_vegetarian_mealplan.csv
Vegetarian,29,Breakfast,Uttapam,"Idli-Dosa Batter 70g, Tomato 20g, Chili 5g, Oil 5ml, Salt 2g",Healthy,300,50,8,6,.\batch1_vegetarian_mealplan.csv
Vegetarian,29,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,29,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,29,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,29,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,29,Day Total,,—,Balanced,1620,254,44,38,.\batch1_vegetarian_mealplan.csv
Vegetarian,30,Breakfast,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,30,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,30,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,30,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,30,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,30,Day Total,,—,Balanced,1420,216,41,37,.\batch1_vegetarian_mealplan.csv
Vegetarian,31,Breakfast,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,31,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,31,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,31,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,31,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,31,Day Total,,—,Balanced,1500,237,46,36,.\batch1_vegetarian_mealplan.csv
Vegetarian,32,Breakfast,Dibba Rotti,"Urad Dal 30g, Rice 60g, Oil 5ml, Salt 2g",Healthy,280,44,7,6,.\batch1_vegetarian_mealplan.csv
Vegetarian,32,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,32,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,32,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,32,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,32,Day Total,,—,Balanced,1600,248,43,38,.\batch1_vegetarian_mealplan.csv
Vegetarian,33,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,33,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,33,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,33,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,33,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,33,Day Total,,—,Balanced,1400,226,42,32,.\batch1_vegetarian_mealplan.csv
Vegetarian,34,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,34,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,34,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,34,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,34,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,34,Day Total,,—,Balanced,1460,239,47,36,.\batch1_vegetarian_mealplan.csv
Vegetarian,35,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch1_vegetarian_mealplan.csv
Vegetarian,35,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,35,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,35,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,35,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,35,Day Total,,—,Balanced,1650,256,47,38,.\batch1_vegetarian_mealplan.csv
Vegetarian,36,Breakfast,Upma,"Rava/Sooji 50g, Curry Leaves 2g, Mustard 2g, Chili 5g, Oil 5ml, Salt 2g",Healthy,320,50,8,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,36,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,36,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,36,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,36,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,36,Day Total,,—,Balanced,1480,231,42,37,.\batch1_vegetarian_mealplan.csv
Vegetarian,37,Breakfast,Uttapam,"Idli-Dosa Batter 70g, Tomato 20g, Chili 5g, Oil 5ml, Salt 2g",Healthy,300,50,8,6,.\batch1_vegetarian_mealplan.csv
Vegetarian,37,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,37,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,37,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,37,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,37,Day Total,,—,Balanced,1500,247,46,33,.\batch1_vegetarian_mealplan.csv
Vegetarian,38,Breakfast,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,38,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,38,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,38,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,38,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,38,Day Total,,—,Balanced,1580,239,43,40,.\batch1_vegetarian_mealplan.csv
Vegetarian,39,Breakfast,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,39,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,39,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,39,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,39,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,39,Day Total,,—,Balanced,1460,221,42,38,.\batch1_vegetarian_mealplan.csv
Vegetarian,40,Breakfast,Dibba Rotti,"Urad Dal 30g, Rice 60g, Oil 5ml, Salt 2g",Healthy,280,44,7,6,.\batch1_vegetarian_mealplan.csv
Vegetarian,40,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,40,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,40,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,40,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,40,Day Total,,—,Balanced,1480,241,45,33,.\batch1_vegetarian_mealplan.csv
Vegetarian,41,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,41,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,41,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,41,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,41,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,41,Day Total,,—,Balanced,1560,249,44,35,.\batch1_vegetarian_mealplan.csv
Vegetarian,42,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,42,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,42,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,42,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,42,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,42,Day Total,,—,Balanced,1420,223,43,38,.\batch1_vegetarian_mealplan.csv
Vegetarian,43,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch1_vegetarian_mealplan.csv
Vegetarian,43,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,43,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,43,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,43,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,43,Day Total,,—,Balanced,1530,249,49,33,.\batch1_vegetarian_mealplan.csv
Vegetarian,44,Breakfast,Upma,"Rava/Sooji 50g, Curry Leaves 2g, Mustard 2g, Chili 5g, Oil 5ml, Salt 2g",Healthy,320,50,8,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,44,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,44,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,44,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,44,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,44,Day Total,,—,Balanced,1640,254,44,40,.\batch1_vegetarian_mealplan.csv
Vegetarian,45,Breakfast,Uttapam,"Idli-Dosa Batter 70g, Tomato 20g, Chili 5g, Oil 5ml, Salt 2g",Healthy,300,50,8,6,.\batch1_vegetarian_mealplan.csv
Vegetarian,45,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,45,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,45,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,45,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,45,Day Total,,—,Balanced,1460,231,42,35,.\batch1_vegetarian_mealplan.csv
Vegetarian,46,Breakfast,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,46,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,46,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,46,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,46,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,46,Day Total,,—,Balanced,1460,232,45,35,.\batch1_vegetarian_mealplan.csv
Vegetarian,47,Breakfast,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,47,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,47,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,47,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,47,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,47,Day Total,,—,Balanced,1620,244,44,41,.\batch1_vegetarian_mealplan.csv
Vegetarian,48,Breakfast,Dibba Rotti,"Urad Dal 30g, Rice 60g, Oil 5ml, Salt 2g",Healthy,280,44,7,6,.\batch1_vegetarian_mealplan.csv
Vegetarian,48,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,48,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,48,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,48,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,48,Day Total,,—,Balanced,1440,225,41,35,.\batch1_vegetarian_mealplan.csv
Vegetarian,49,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,49,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,49,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,49,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,49,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch1_vegetarian_mealplan.csv
Vegetarian,49,Day Total,,—,Balanced,1440,242,46,30,.\batch1_vegetarian_mealplan.csv
Vegetarian,50,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,50,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,50,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,50,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,50,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch1_vegetarian_mealplan.csv
Vegetarian,50,Day Total,,—,Balanced,1580,246,45,41,.\batch1_vegetarian_mealplan.csv
Vegetarian,51,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch1_vegetarian_mealplan.csv
Vegetarian,51,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch1_vegetarian_mealplan.csv
Vegetarian,51,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch1_vegetarian_mealplan.csv
Vegetarian,51,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch1_vegetarian_mealplan.csv
